msr_id,msr_section,msr_table,msr_name,msr_data_url,msr_population_or_survey,msr_survey size,msr_min_geo_resolution,src_org,src_name,src_url,src_year_first_published,src_year_last_published,src_discontinuity,src_pub_frequency,src_pub_lag_months,src_data_provider,src_statistic_class,src_methodology_url,src_quality_url,msr_strength
39,Long term care,T39,"Number of clients accessing long term support at the end of the year, by support setting, age band and primary support reason, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,England,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.67
40,Long term care,T40,"Number of clients accessing long term support at the end of the year, by age band and cost status, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
41,Gross Current Expenditure on long term care,T41,"Gross Current Expenditure on long term care for clients aged 18 to 64, by support setting, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
42,Gross Current Expenditure on long term care,T42,"Gross Current Expenditure on long term care for clients aged 65 and over, by support setting, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
43,Gross Current Expenditure on long term care,T43,"Gross Current Expenditure on long term care, by support setting, age band and primary support reason, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,England,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.67
44,Gross Current Expenditure on long term care,T44,"Gross Current Expenditure on other (not long or short term) social care, by primary support reason, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
45,Support provided to carers,T45,"Support provided to carers during the year, by type of support provided, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
46,Support provided to carers,T46,"Support provided to carers during the year, by type of support provided and age band, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,England,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.67
47,Support provided to carers,T47,"Support provided to carers during the year, by age band, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
48,Reviews,T48,"Unplanned and planned reviews during the year of clients that have been accessing long term support for more than 12 months at the end of the year (31 March), 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
49,Unit Costs,T49,"Unit costs, average weighted standard hourly rate for the provision of home care by activity provision, year on year comparison, 2017-18 and 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
50,Unit Costs,T50,"Unit costs for clients accessing long term support, by support setting and age band, year on year comparison, 2017-18 and 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
51,Unit Costs,T51,"Unit costs for clients aged 18 to 64 accessing residential or nursing long term support, by support setting and primary support reason, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
52,Unit Costs,T52,"Unit costs for clients aged 65 and over accessing residential or nursing long term support, by support setting and primary support reason, 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
53,Unit Costs,T53,"Unit costs for clients accessing residential long term support, by provision type and age band, year on year comparison, 2017-18 and 2018-19",https://files.digital.nhs.uk/C4/9FBB8A/ASCFR%20and%20SALT%20Reference%20Tables%202018-19.xlsx,Population,N/A,LA,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.82
54,Summary,T4.NCE,"Net Current Expenditure in cash and real terms, year on year comparison, 2015-16 to 2018-19",https://files.digital.nhs.uk/AD/40A2F1/ASCFR%20%28NCE%29%20Reference%20Tables%202018-19.xlsx,Population,N/A,England,NHS Digital,Adult Social Care Activity and Finance Report,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19,2016,2019,None,Annual,7,LA,National (ASC-FR) + Official (SALT),https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-activity-and-finance-report/2018-19/data-quality-statement#accuracy-and-reliability,0.67
